match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,13.6,Papua New Guinea,West Indies,CJA Amini,S Bau,AS Joseph,3,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,14.1,Papua New Guinea,West Indies,CJA Amini,S Bau,AD Russell,1,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,14.2,Papua New Guinea,West Indies,S Bau,CJA Amini,AD Russell,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,14.3,Papua New Guinea,West Indies,S Bau,CJA Amini,AD Russell,1,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,14.4,Papua New Guinea,West Indies,CJA Amini,S Bau,AD Russell,1,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,14.5,Papua New Guinea,West Indies,S Bau,CJA Amini,AD Russell,1,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,14.6,Papua New Guinea,West Indies,CJA Amini,S Bau,AD Russell,0,0,,,,,,caught,CJA Amini,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,15.1,Papua New Guinea,West Indies,S Bau,K Doriga,RL Chase,1,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,15.2,Papua New Guinea,West Indies,K Doriga,S Bau,RL Chase,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,15.3,Papua New Guinea,West Indies,K Doriga,S Bau,RL Chase,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,15.4,Papua New Guinea,West Indies,K Doriga,S Bau,RL Chase,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,15.5,Papua New Guinea,West Indies,K Doriga,S Bau,RL Chase,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,15.6,Papua New Guinea,West Indies,K Doriga,S Bau,RL Chase,1,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,16.1,Papua New Guinea,West Indies,K Doriga,S Bau,AS Joseph,0,1,1,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,16.2,Papua New Guinea,West Indies,K Doriga,S Bau,AS Joseph,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,16.3,Papua New Guinea,West Indies,K Doriga,S Bau,AS Joseph,1,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,16.4,Papua New Guinea,West Indies,S Bau,K Doriga,AS Joseph,0,0,,,,,,bowled,S Bau,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,16.5,Papua New Guinea,West Indies,CA Soper,K Doriga,AS Joseph,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,16.6,Papua New Guinea,West Indies,CA Soper,K Doriga,AS Joseph,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,16.7,Papua New Guinea,West Indies,CA Soper,K Doriga,AS Joseph,1,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,17.1,Papua New Guinea,West Indies,CA Soper,K Doriga,R Shepherd,2,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,17.2,Papua New Guinea,West Indies,CA Soper,K Doriga,R Shepherd,1,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,17.3,Papua New Guinea,West Indies,K Doriga,CA Soper,R Shepherd,4,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,17.4,Papua New Guinea,West Indies,K Doriga,CA Soper,R Shepherd,3,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,17.5,Papua New Guinea,West Indies,CA Soper,K Doriga,R Shepherd,1,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,17.6,Papua New Guinea,West Indies,K Doriga,CA Soper,R Shepherd,2,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,18.1,Papua New Guinea,West Indies,CA Soper,K Doriga,AD Russell,4,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,18.2,Papua New Guinea,West Indies,CA Soper,K Doriga,AD Russell,1,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,18.3,Papua New Guinea,West Indies,K Doriga,CA Soper,AD Russell,2,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,18.4,Papua New Guinea,West Indies,K Doriga,CA Soper,AD Russell,2,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,18.5,Papua New Guinea,West Indies,K Doriga,CA Soper,AD Russell,1,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,18.6,Papua New Guinea,West Indies,CA Soper,K Doriga,AD Russell,0,0,,,,,,bowled,CA Soper,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,19.1,Papua New Guinea,West Indies,K Doriga,A Nao,AS Joseph,4,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,19.2,Papua New Guinea,West Indies,K Doriga,A Nao,AS Joseph,4,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,19.3,Papua New Guinea,West Indies,K Doriga,A Nao,AS Joseph,0,0,,,,,,run out,A Nao,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,19.4,Papua New Guinea,West Indies,KV Morea,K Doriga,AS Joseph,1,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,19.5,Papua New Guinea,West Indies,K Doriga,KV Morea,AS Joseph,1,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,19.6,Papua New Guinea,West Indies,KV Morea,K Doriga,AS Joseph,1,1,,1,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",1,19.7,Papua New Guinea,West Indies,K Doriga,KV Morea,AS Joseph,2,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,0.1,West Indies,Papua New Guinea,BA King,J Charles,KV Morea,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,0.2,West Indies,Papua New Guinea,BA King,J Charles,KV Morea,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,0.3,West Indies,Papua New Guinea,BA King,J Charles,KV Morea,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,0.4,West Indies,Papua New Guinea,BA King,J Charles,KV Morea,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,0.5,West Indies,Papua New Guinea,BA King,J Charles,KV Morea,4,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,0.6,West Indies,Papua New Guinea,BA King,J Charles,KV Morea,4,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,1.1,West Indies,Papua New Guinea,J Charles,BA King,A Nao,0,0,,,,,,lbw,J Charles,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,1.2,West Indies,Papua New Guinea,N Pooran,BA King,A Nao,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,1.3,West Indies,Papua New Guinea,N Pooran,BA King,A Nao,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,1.4,West Indies,Papua New Guinea,N Pooran,BA King,A Nao,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,1.5,West Indies,Papua New Guinea,N Pooran,BA King,A Nao,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,1.6,West Indies,Papua New Guinea,N Pooran,BA King,A Nao,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,2.1,West Indies,Papua New Guinea,BA King,N Pooran,KV Morea,4,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,2.2,West Indies,Papua New Guinea,BA King,N Pooran,KV Morea,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,2.3,West Indies,Papua New Guinea,BA King,N Pooran,KV Morea,4,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,2.4,West Indies,Papua New Guinea,BA King,N Pooran,KV Morea,0,1,,,,1,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,2.5,West Indies,Papua New Guinea,N Pooran,BA King,KV Morea,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,2.6,West Indies,Papua New Guinea,N Pooran,BA King,KV Morea,1,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,3.1,West Indies,Papua New Guinea,N Pooran,BA King,A Nao,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,3.2,West Indies,Papua New Guinea,N Pooran,BA King,A Nao,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,3.3,West Indies,Papua New Guinea,N Pooran,BA King,A Nao,1,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,3.4,West Indies,Papua New Guinea,BA King,N Pooran,A Nao,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,3.5,West Indies,Papua New Guinea,BA King,N Pooran,A Nao,4,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,3.6,West Indies,Papua New Guinea,BA King,N Pooran,A Nao,4,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,4.1,West Indies,Papua New Guinea,N Pooran,BA King,CA Soper,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,4.2,West Indies,Papua New Guinea,N Pooran,BA King,CA Soper,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,4.3,West Indies,Papua New Guinea,N Pooran,BA King,CA Soper,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,4.4,West Indies,Papua New Guinea,N Pooran,BA King,CA Soper,2,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,4.5,West Indies,Papua New Guinea,N Pooran,BA King,CA Soper,1,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,4.6,West Indies,Papua New Guinea,BA King,N Pooran,CA Soper,4,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,5.1,West Indies,Papua New Guinea,N Pooran,BA King,S Bau,6,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,5.2,West Indies,Papua New Guinea,N Pooran,BA King,S Bau,4,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,5.3,West Indies,Papua New Guinea,N Pooran,BA King,S Bau,6,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,5.4,West Indies,Papua New Guinea,N Pooran,BA King,S Bau,1,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,5.5,West Indies,Papua New Guinea,BA King,N Pooran,S Bau,1,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,5.6,West Indies,Papua New Guinea,N Pooran,BA King,S Bau,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,6.1,West Indies,Papua New Guinea,BA King,N Pooran,J Kariko,1,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,6.2,West Indies,Papua New Guinea,N Pooran,BA King,J Kariko,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,6.3,West Indies,Papua New Guinea,N Pooran,BA King,J Kariko,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,6.4,West Indies,Papua New Guinea,N Pooran,BA King,J Kariko,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,6.5,West Indies,Papua New Guinea,N Pooran,BA King,J Kariko,2,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,6.6,West Indies,Papua New Guinea,N Pooran,BA King,J Kariko,2,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,7.1,West Indies,Papua New Guinea,BA King,N Pooran,CA Soper,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,7.2,West Indies,Papua New Guinea,BA King,N Pooran,CA Soper,0,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,7.3,West Indies,Papua New Guinea,BA King,N Pooran,CA Soper,2,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,7.4,West Indies,Papua New Guinea,BA King,N Pooran,CA Soper,1,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,7.5,West Indies,Papua New Guinea,N Pooran,BA King,CA Soper,1,0,,,,,,,,,
1415702,2024,2024-06-02,"Providence Stadium, Guyana",2,7.6,West Indies,Papua New Guinea,BA King,N Pooran,CA Soper,0,0,,,,,,,,,
